ClaimID,CustomerID,PolicyID,ClaimAmount,ClaimDate,ClaimStatus,HospitalOrGarage
CL003057,C02638,P0168,17312,2026-01-22,Rejected,Aster Hospital
CL003058,C03620,P0086,954286,2026-04-24,Approved,NA
CL003059,C01127,P0281,394002,2026-05-25,Approved,Apollo Hospital
CL003060,C04483,P0465,496469,2026-02-03,Approved,TVS Garage
CL003061,C00885,P0047,331616,2026-01-17,Approved,TVS Garage
CL003062,C00227,P0219,410881,2026-04-09,Submitted,Apollo Hospital
CL003063,C00598,P0454,83921,2026-04-04,Approved,Aster Hospital
CL003064,C02481,P0022,842439,2026-03-22,Approved,Apollo Hospital
CL003065,C03843,P0327,573868,2026-05-02,Approved,NA
CL003066,C00727,P0236,103810,2026-04-11,Rejected,XYZ Garage
CL003067,C02881,P0481,923606,2026-05-26,Rejected,XYZ Garage
CL003068,C04556,P0208,410453,2026-01-23,Approved,TVS Garage
CL003069,C00459,P0230,53931,2026-03-20,Submitted,TVS Garage
CL003070,C04449,P0351,169296,2026-03-05,Submitted,NA
CL003071,C04270,P0062,131947,2026-02-01,Approved,TVS Garage
CL003072,C02747,P0358,854277,2026-05-08,Submitted,ABC Motors
CL003073,C03808,P0225,873610,2026-01-19,Submitted,TVS Garage
CL003074,C01059,P0138,1184830,2026-04-13,Submitted,Apollo Hospital
CL003075,C00790,P0248,82811,2026-05-26,Approved,Apollo Hospital
CL003076,C03686,P0217,643616,2026-03-26,Approved,ABC Motors
CL003077,C03824,P0389,85141,2026-02-03,Approved,NA
CL003078,C01685,P0285,9800,2026-03-06,Submitted,TVS Garage
CL003079,C01885,P0157,949156,2026-05-10,Approved,ABC Motors
CL003080,C03772,P0337,286180,2026-03-24,Approved,NA
CL003081,C01219,P0031,741951,2026-05-31,Submitted,NA
CL003082,C01496,P0273,562560,2026-05-15,Submitted,XYZ Garage
CL003083,C03886,P0402,495341,2026-04-03,Submitted,XYZ Garage
CL003084,C04087,P0090,962711,2026-02-13,Submitted,XYZ Garage
CL003085,C01558,P0111,712878,2026-05-01,Submitted,NA
CL003086,C00131,P0084,535639,2026-01-08,Submitted,Aster Hospital
CL003087,C04714,P0258,841714,2026-04-19,Approved,NA
CL003088,C04968,P0410,1109362,2026-03-20,Rejected,TVS Garage
CL003089,C04373,P0147,560031,2026-02-04,Submitted,ABC Motors
CL003090,C02036,P0300,1169610,2026-03-01,Rejected,NA
CL003091,C03219,P0408,728299,2026-02-03,Submitted,Aster Hospital
CL003092,C04939,P0040,1160879,2026-05-22,Rejected,NA
CL003093,C03719,P0208,349172,2026-02-09,Rejected,Aster Hospital
CL003094,C02732,P0499,474427,2026-03-02,Rejected,Apollo Hospital
CL003095,C03199,P0323,332428,2026-01-15,Approved,ABC Motors
CL003096,C03475,P0100,516570,2026-03-11,Approved,Apollo Hospital
CL003097,C02145,P0354,280325,2026-01-24,Rejected,ABC Motors
CL003098,C01608,P0131,721096,2026-02-15,Rejected,Aster Hospital
CL003099,C03287,P0088,1108671,2026-05-23,Rejected,Aster Hospital
CL003100,C01779,P0100,765280,2026-04-28,Approved,TVS Garage
CL003101,C02261,P0137,763957,2026-04-03,Submitted,Apollo Hospital
CL003102,C02511,P0105,569108,2026-03-16,Approved,Apollo Hospital
CL003103,C00635,P0054,980765,2026-03-28,Rejected,XYZ Garage
CL003104,C02171,P0151,1191404,2026-03-27,Rejected,NA
CL003105,C02367,P0086,170981,2026-05-22,Submitted,NA
CL003106,C02452,P0092,630680,2026-04-07,Approved,XYZ Garage
CL003107,C00899,P0461,770838,2026-01-20,Approved,XYZ Garage
CL003108,C00912,P0063,856366,2026-03-11,Rejected,NA
CL003109,C01423,P0462,528801,2026-04-10,Rejected,Aster Hospital
CL003110,C04806,P0306,1051900,2026-04-24,Approved,TVS Garage
CL003111,C03613,P0373,429442,2026-03-24,Approved,NA
CL003112,C04328,P0452,1040856,2026-04-06,Submitted,XYZ Garage
CL003113,C00969,P0185,504034,2026-01-01,Approved,ABC Motors
CL003114,C02590,P0415,251042,2026-03-08,Rejected,NA
CL003115,C00617,P0409,1110461,2026-02-26,Rejected,ABC Motors
CL003116,C04660,P0091,493009,2026-01-13,Rejected,ABC Motors
CL003117,C04569,P0088,546417,2026-03-25,Submitted,Aster Hospital
CL003118,C00625,P0014,1056228,2026-01-24,Approved,TVS Garage
CL003119,C03314,P0154,501405,2026-05-03,Submitted,NA
CL003120,C03146,P0482,353302,2026-03-20,Approved,NA
CL003121,C00389,P0419,149921,2026-03-10,Submitted,ABC Motors
CL003122,C00109,P0218,883310,2026-04-10,Approved,NA
CL003123,C00217,P0194,867585,2026-03-04,Submitted,ABC Motors
CL003124,C02536,P0311,215831,2026-02-07,Approved,XYZ Garage
CL003125,C04023,P0307,78540,2026-04-09,Rejected,Apollo Hospital
CL003126,C03480,P0040,559387,2026-04-23,Approved,TVS Garage
CL003127,C04763,P0005,215696,2026-01-28,Approved,TVS Garage
CL003128,C00019,P0072,401578,2026-01-21,Rejected,Apollo Hospital
CL003129,C00014,P0466,534346,2026-01-14,Approved,ABC Motors
CL003130,C01353,P0286,1135839,2026-04-17,Submitted,Aster Hospital
CL003131,C01095,P0058,363077,2026-01-16,Submitted,ABC Motors
CL003132,C00655,P0136,1150230,2026-03-17,Approved,TVS Garage
CL003133,C00301,P0436,970080,2026-04-12,Rejected,XYZ Garage
CL003134,C04953,P0417,950293,2026-05-10,Rejected,Aster Hospital
CL003135,C00266,P0477,130298,2026-01-18,Rejected,Apollo Hospital
CL003136,C02280,P0430,566573,2026-02-04,Rejected,ABC Motors
CL003137,C00114,P0329,998585,2026-02-27,Rejected,Aster Hospital
CL003138,C02021,P0362,1119327,2026-04-19,Approved,NA
CL003139,C02900,P0297,773200,2026-02-13,Submitted,NA
CL003140,C02639,P0379,574068,2026-04-27,Rejected,NA
CL003141,C03855,P0358,917071,2026-02-24,Rejected,NA
CL003142,C04988,P0258,358431,2026-02-28,Approved,TVS Garage
CL003143,C02576,P0256,1003145,2026-05-28,Rejected,NA
CL003144,C04922,P0329,1122225,2026-02-23,Rejected,ABC Motors
CL003145,C03560,P0009,984661,2026-03-21,Submitted,NA
CL003146,C00817,P0021,774789,2026-05-31,Approved,XYZ Garage
CL003147,C02234,P0374,1123994,2026-01-27,Rejected,Apollo Hospital
CL003148,C02300,P0419,483104,2026-05-26,Approved,Aster Hospital
CL003149,C02794,P0499,910431,2026-01-07,Approved,XYZ Garage
CL003150,C02913,P0393,1157660,2026-04-15,Submitted,NA
CL003151,C03139,P0218,32621,2026-04-18,Approved,TVS Garage
CL003152,C02518,P0347,982473,2026-04-11,Approved,ABC Motors
CL003153,C02676,P0433,172730,2026-02-13,Approved,Apollo Hospital
CL003154,C00726,P0257,611195,2026-02-03,Rejected,Aster Hospital
CL003155,C01121,P0195,652797,2026-03-15,Approved,XYZ Garage
CL003156,C00192,P0449,275004,2026-03-13,Rejected,XYZ Garage
CL003157,C02404,P0032,1053160,2026-03-31,Submitted,NA
CL003158,C01919,P0165,850933,2026-04-06,Approved,TVS Garage
CL003159,C01291,P0411,580694,2026-03-04,Rejected,ABC Motors
CL003160,C04840,P0170,80833,2026-04-25,Submitted,ABC Motors
CL003161,C02970,P0397,677842,2026-04-28,Approved,ABC Motors
CL003162,C02065,P0287,740497,2026-02-09,Rejected,Apollo Hospital
CL003163,C01397,P0088,695068,2026-05-22,Rejected,ABC Motors
CL003164,C03752,P0407,108748,2026-01-22,Submitted,ABC Motors
CL003165,C02660,P0396,357300,2026-02-10,Rejected,XYZ Garage
CL003166,C01435,P0319,575097,2026-05-25,Submitted,ABC Motors
CL003167,C02685,P0450,340966,2026-02-23,Submitted,ABC Motors
CL003168,C04067,P0131,1183247,2026-01-14,Approved,Apollo Hospital
CL003169,C01836,P0341,1085242,2026-03-28,Rejected,Apollo Hospital
CL003170,C03586,P0001,124417,2026-05-24,Rejected,Apollo Hospital
CL003171,C02806,P0293,173277,2026-02-02,Rejected,Aster Hospital
CL003172,C03399,P0289,671834,2026-05-01,Rejected,Aster Hospital
CL003173,C04452,P0175,146103,2026-02-21,Submitted,XYZ Garage
CL003174,C03950,P0193,520375,2026-03-27,Approved,XYZ Garage
CL003175,C02330,P0214,148478,2026-03-21,Approved,NA
CL003176,C03559,P0383,352438,2026-01-06,Rejected,Apollo Hospital
CL003177,C04188,P0182,296147,2026-01-06,Rejected,Aster Hospital
CL003178,C01676,P0135,855834,2026-01-20,Approved,XYZ Garage
CL003179,C04906,P0256,1103214,2026-05-07,Approved,ABC Motors
CL003180,C01180,P0267,377560,2026-04-08,Rejected,XYZ Garage
CL003181,C01545,P0338,459252,2026-05-10,Approved,TVS Garage
CL003182,C00839,P0365,139321,2026-05-04,Approved,ABC Motors
CL003183,C00396,P0126,425321,2026-03-01,Approved,XYZ Garage
CL003184,C03062,P0150,591078,2026-01-23,Submitted,NA
CL003185,C02469,P0128,881047,2026-04-21,Approved,NA
CL003186,C01481,P0347,34330,2026-02-20,Approved,Aster Hospital
CL003187,C03861,P0467,1161406,2026-05-19,Approved,NA
CL003188,C01298,P0351,141119,2026-01-09,Submitted,Aster Hospital
CL003189,C03404,P0249,867533,2026-05-08,Rejected,ABC Motors
CL003190,C03727,P0123,873494,2026-03-29,Rejected,ABC Motors
CL003191,C02549,P0183,732054,2026-03-18,Rejected,XYZ Garage
CL003192,C00477,P0107,525695,2026-05-10,Approved,XYZ Garage
CL003193,C02711,P0413,525536,2026-02-21,Rejected,NA
CL003194,C00910,P0056,106952,2026-02-05,Rejected,XYZ Garage
CL003195,C01674,P0294,661884,2026-04-06,Approved,Aster Hospital
CL003196,C00404,P0276,284732,2026-02-19,Submitted,Aster Hospital
CL003197,C01545,P0335,173480,2026-02-22,Rejected,NA
CL003198,C00573,P0160,1091564,2026-03-22,Rejected,NA
CL003199,C00234,P0238,48894,2026-02-06,Rejected,TVS Garage
CL003200,C00143,P0222,291695,2026-04-19,Approved,ABC Motors
CL003201,C03605,P0145,223557,2026-03-23,Submitted,Apollo Hospital
CL003202,C02433,P0157,1064350,2026-05-03,Rejected,Aster Hospital
CL003203,C00880,P0478,881941,2026-03-15,Submitted,Aster Hospital
CL003204,C02089,P0339,285813,2026-04-27,Submitted,XYZ Garage
CL003205,C03716,P0128,115361,2026-02-14,Submitted,TVS Garage
CL003206,C00440,P0224,1189635,2026-03-25,Rejected,Aster Hospital
CL003207,C02826,P0086,71416,2026-02-10,Approved,NA
CL003208,C02960,P0260,433527,2026-04-27,Rejected,Apollo Hospital
CL003209,C01318,P0192,1146460,2026-02-16,Submitted,TVS Garage
CL003210,C04348,P0393,1174019,2026-01-22,Submitted,NA
CL003211,C04829,P0489,630472,2026-04-02,Approved,ABC Motors
CL003212,C02735,P0320,141969,2026-05-30,Rejected,TVS Garage
CL003213,C03225,P0337,615897,2026-03-18,Rejected,TVS Garage
CL003214,C02634,P0074,500660,2026-05-30,Approved,Apollo Hospital
CL003215,C02113,P0038,777787,2026-02-13,Rejected,Aster Hospital
CL003216,C04312,P0193,1040170,2026-05-18,Rejected,TVS Garage
CL003217,C02095,P0253,20577,2026-01-18,Submitted,XYZ Garage
CL003218,C03850,P0391,1024552,2026-03-30,Approved,Apollo Hospital
CL003219,C02468,P0193,947710,2026-01-12,Submitted,XYZ Garage
CL003220,C01872,P0217,1028798,2026-02-06,Submitted,TVS Garage
CL003221,C00365,P0381,269802,2026-05-09,Submitted,Apollo Hospital
CL003222,C00470,P0409,650251,2026-01-20,Rejected,ABC Motors
CL003223,C00266,P0425,1039692,2026-03-03,Rejected,NA
CL003224,C03469,P0022,521492,2026-01-28,Rejected,Apollo Hospital
CL003225,C01816,P0340,626103,2026-01-04,Submitted,ABC Motors
CL003226,C04813,P0317,268392,2026-01-23,Rejected,TVS Garage
CL003227,C02868,P0247,679667,2026-02-15,Rejected,TVS Garage
CL003228,C02365,P0332,376772,2026-05-09,Submitted,NA
CL003229,C01649,P0446,264196,2026-05-24,Rejected,ABC Motors
CL003230,C04114,P0174,190393,2026-04-01,Submitted,Apollo Hospital
CL003231,C03465,P0465,821534,2026-05-14,Submitted,Apollo Hospital
CL003232,C02847,P0184,982668,2026-01-29,Submitted,TVS Garage
CL003233,C02989,P0428,873163,2026-04-17,Approved,ABC Motors
CL003234,C03397,P0287,633325,2026-01-12,Submitted,Aster Hospital
CL003235,C03446,P0479,502184,2026-04-10,Rejected,ABC Motors
CL003236,C00116,P0175,1193596,2026-04-05,Rejected,Apollo Hospital
CL003237,C03386,P0060,151473,2026-02-26,Approved,XYZ Garage
CL003238,C02738,P0213,395012,2026-02-17,Approved,TVS Garage
CL003239,C03043,P0477,157530,2026-05-11,Approved,TVS Garage
CL003240,C03236,P0311,848439,2026-01-18,Submitted,Aster Hospital
CL003241,C00668,P0486,305767,2026-04-20,Submitted,ABC Motors
CL003242,C02556,P0286,814344,2026-05-29,Rejected,XYZ Garage
CL003243,C02492,P0270,1011271,2026-05-27,Submitted,NA
CL003244,C04969,P0210,416649,2026-01-22,Submitted,ABC Motors
CL003245,C01839,P0030,729769,2026-02-11,Rejected,NA
CL003246,C00418,P0134,430634,2026-04-10,Submitted,Aster Hospital
CL003247,C01479,P0391,729853,2026-05-25,Submitted,Apollo Hospital
CL003248,C03457,P0129,280229,2026-03-02,Approved,Apollo Hospital
CL003249,C01099,P0248,591489,2026-04-14,Submitted,NA
CL003250,C00082,P0057,1024111,2026-04-10,Approved,Apollo Hospital
CL003251,C04964,P0047,1197777,2026-05-09,Rejected,Aster Hospital
CL003252,C03824,P0350,36608,2026-05-15,Rejected,NA
CL003253,C02834,P0116,815337,2026-01-02,Rejected,Aster Hospital
CL003254,C01424,P0099,26314,2026-04-16,Approved,TVS Garage
CL003255,C03418,P0241,433191,2026-04-01,Rejected,ABC Motors
CL003256,C03062,P0201,607771,2026-02-12,Submitted,XYZ Garage
CL003257,C02535,P0410,137071,2026-01-01,Rejected,Apollo Hospital
CL003258,C00290,P0112,335175,2026-05-01,Approved,Apollo Hospital
CL003259,C01786,P0386,268305,2026-03-20,Submitted,Aster Hospital
CL003260,C03642,P0156,799882,2026-02-22,Submitted,TVS Garage
CL003261,C01044,P0350,481810,2026-03-29,Rejected,Apollo Hospital
CL003262,C00950,P0286,1080722,2026-02-08,Approved,Aster Hospital
CL003263,C04425,P0002,901239,2026-05-30,Rejected,XYZ Garage
CL003264,C03384,P0495,291959,2026-01-18,Submitted,TVS Garage
CL003265,C01638,P0471,135374,2026-01-27,Approved,NA
CL003266,C01341,P0258,165840,2026-04-30,Rejected,XYZ Garage
CL003267,C00246,P0415,439510,2026-04-11,Rejected,ABC Motors
CL003268,C03222,P0118,823676,2026-03-19,Rejected,Aster Hospital
CL003269,C04155,P0038,517451,2026-02-10,Rejected,TVS Garage
CL003270,C04764,P0264,587953,2026-03-28,Approved,Aster Hospital
CL003271,C01648,P0351,1031405,2026-01-13,Submitted,Aster Hospital
CL003272,C04926,P0143,65731,2026-02-27,Rejected,TVS Garage
CL003273,C01792,P0177,416100,2026-01-28,Submitted,Aster Hospital
CL003274,C01273,P0364,527245,2026-03-29,Approved,NA
CL003275,C03672,P0488,693107,2026-04-17,Rejected,Apollo Hospital
CL003276,C04769,P0324,718862,2026-01-13,Submitted,Aster Hospital
CL003277,C00447,P0190,845750,2026-05-09,Rejected,XYZ Garage
CL003278,C00505,P0234,141632,2026-02-02,Submitted,ABC Motors
CL003279,C02702,P0078,596672,2026-03-16,Submitted,XYZ Garage
CL003280,C00592,P0257,746621,2026-02-10,Submitted,XYZ Garage
CL003281,C04140,P0122,1065678,2026-05-09,Approved,Apollo Hospital
CL003282,C00605,P0168,254344,2026-03-12,Submitted,ABC Motors
CL003283,C03619,P0255,868499,2026-03-10,Submitted,Apollo Hospital
CL003284,C02016,P0205,179044,2026-04-15,Rejected,ABC Motors
CL003285,C03391,P0430,727409,2026-02-05,Submitted,Aster Hospital
CL003286,C01097,P0361,812029,2026-01-28,Submitted,NA
CL003287,C02686,P0337,564910,2026-05-25,Submitted,Apollo Hospital
CL003288,C01074,P0289,640466,2026-05-24,Rejected,XYZ Garage
CL003289,C02429,P0098,537923,2026-03-23,Rejected,ABC Motors
CL003290,C03353,P0443,829559,2026-01-20,Submitted,Aster Hospital
CL003291,C04443,P0275,917307,2026-03-29,Submitted,TVS Garage
CL003292,C00135,P0398,72224,2026-05-30,Approved,NA
CL003293,C03011,P0305,728038,2026-04-13,Submitted,ABC Motors
CL003294,C04224,P0097,298055,2026-02-23,Submitted,NA
CL003295,C02987,P0492,395829,2026-04-09,Approved,Apollo Hospital
CL003296,C04745,P0400,598220,2026-01-23,Approved,NA
CL003297,C03766,P0016,871461,2026-04-09,Approved,XYZ Garage
CL003298,C02681,P0344,482801,2026-04-15,Approved,NA
CL003299,C04351,P0253,1122783,2026-01-11,Rejected,Aster Hospital
CL003300,C00006,P0343,294296,2026-01-08,Approved,NA
CL003301,C01759,P0282,1152614,2026-01-26,Approved,Aster Hospital
CL003302,C00094,P0389,896323,2026-04-12,Rejected,ABC Motors
CL003303,C01801,P0227,344705,2026-01-05,Approved,NA
CL003304,C03636,P0115,620159,2026-03-06,Submitted,Aster Hospital
CL003305,C03075,P0186,882909,2026-05-04,Approved,ABC Motors
CL003306,C00825,P0297,6264,2026-03-30,Rejected,NA
CL003307,C02671,P0252,602887,2026-02-19,Submitted,ABC Motors
CL003308,C04007,P0245,72234,2026-03-23,Rejected,ABC Motors
CL003309,C03692,P0104,512681,2026-01-20,Rejected,TVS Garage
CL003310,C04891,P0003,717637,2026-03-11,Rejected,XYZ Garage
CL003311,C04364,P0254,506595,2026-01-13,Rejected,XYZ Garage
CL003312,C04118,P0220,1120459,2026-02-01,Approved,Aster Hospital
CL003313,C02708,P0109,199221,2026-02-04,Submitted,Aster Hospital
CL003314,C03461,P0430,880908,2026-02-02,Rejected,TVS Garage
CL003315,C04058,P0399,1067173,2026-01-13,Submitted,Apollo Hospital
CL003316,C04617,P0168,1082460,2026-01-14,Rejected,Apollo Hospital
CL003317,C00743,P0400,617313,2026-04-09,Approved,TVS Garage
CL003318,C04984,P0404,980046,2026-01-04,Approved,Apollo Hospital
CL003319,C00577,P0470,117592,2026-01-09,Rejected,Aster Hospital
CL003320,C04253,P0260,672562,2026-03-07,Rejected,ABC Motors
CL003321,C01899,P0323,649083,2026-05-08,Rejected,Aster Hospital
CL003322,C03293,P0386,487491,2026-05-27,Submitted,Apollo Hospital
CL003323,C04543,P0310,580431,2026-01-27,Approved,Apollo Hospital
CL003324,C04706,P0272,667803,2026-05-28,Rejected,ABC Motors
CL003325,C00555,P0269,460349,2026-02-06,Approved,Aster Hospital
CL003326,C00109,P0180,617128,2026-02-02,Submitted,XYZ Garage
CL003327,C02074,P0336,368302,2026-04-02,Submitted,Apollo Hospital
CL003328,C00849,P0045,88764,2026-02-20,Rejected,XYZ Garage
CL003329,C02460,P0441,31200,2026-05-28,Rejected,Aster Hospital
CL003330,C04731,P0145,133232,2026-02-16,Rejected,XYZ Garage
CL003331,C03674,P0319,77234,2026-02-28,Approved,Aster Hospital
CL003332,C04570,P0278,939807,2026-04-18,Rejected,ABC Motors
CL003333,C03525,P0019,813106,2026-02-12,Submitted,XYZ Garage
CL003334,C04729,P0481,672468,2026-01-19,Approved,TVS Garage
CL003335,C00137,P0332,446545,2026-05-25,Submitted,ABC Motors
CL003336,C04507,P0112,1120361,2026-04-29,Rejected,TVS Garage
CL003337,C01593,P0011,1108395,2026-01-26,Submitted,Aster Hospital
CL003338,C03338,P0123,338809,2026-05-26,Submitted,Aster Hospital
CL003339,C03668,P0362,18875,2026-02-16,Rejected,ABC Motors
CL003340,C01986,P0262,350897,2026-01-02,Rejected,Apollo Hospital
CL003341,C02853,P0478,648846,2026-05-24,Approved,XYZ Garage
CL003342,C02669,P0061,467536,2026-02-27,Approved,Apollo Hospital
CL003343,C03850,P0261,871237,2026-01-15,Rejected,ABC Motors
CL003344,C03679,P0208,949582,2026-05-07,Approved,XYZ Garage
CL003345,C01119,P0361,1172642,2026-05-22,Submitted,Aster Hospital
CL003346,C00274,P0448,478456,2026-01-16,Approved,XYZ Garage
CL003347,C03637,P0164,919245,2026-03-11,Approved,TVS Garage
CL003348,C04125,P0320,390440,2026-03-02,Submitted,Apollo Hospital
CL003349,C01714,P0214,28178,2026-04-07,Rejected,ABC Motors
CL003350,C04341,P0247,233289,2026-02-13,Rejected,XYZ Garage
CL003351,C03868,P0340,367933,2026-04-07,Rejected,TVS Garage
CL003352,C03813,P0033,398080,2026-04-14,Rejected,XYZ Garage
CL003353,C03394,P0245,543666,2026-04-04,Approved,NA
CL003354,C02533,P0162,480995,2026-04-26,Rejected,Aster Hospital
CL003355,C02912,P0228,631085,2026-03-18,Submitted,XYZ Garage
CL003356,C04357,P0075,678671,2026-02-05,Submitted,ABC Motors
CL003357,C04945,P0294,102776,2026-01-29,Submitted,TVS Garage
CL003358,C00854,P0391,217060,2026-01-29,Rejected,NA
CL003359,C03546,P0244,524566,2026-03-01,Submitted,TVS Garage
CL003360,C00611,P0164,965578,2026-04-20,Rejected,NA
CL003361,C03445,P0254,78756,2026-04-05,Approved,NA
CL003362,C03390,P0385,1116805,2026-01-03,Submitted,XYZ Garage
CL003363,C01658,P0259,440392,2026-01-18,Submitted,Aster Hospital
CL003364,C02124,P0223,679661,2026-01-16,Approved,ABC Motors
CL003365,C02622,P0261,899264,2026-01-14,Approved,NA
CL003366,C02452,P0383,722635,2026-04-07,Approved,NA
CL003367,C01975,P0438,434206,2026-05-19,Submitted,Aster Hospital
CL003368,C02001,P0154,755063,2026-02-05,Rejected,TVS Garage
CL003369,C03704,P0028,711938,2026-01-20,Rejected,TVS Garage
CL003370,C03855,P0437,1113467,2026-02-04,Rejected,Aster Hospital
CL003371,C04387,P0279,16846,2026-02-21,Approved,TVS Garage
CL003372,C01191,P0238,186961,2026-04-07,Approved,NA
CL003373,C04304,P0383,818225,2026-02-11,Submitted,NA
CL003374,C04189,P0466,793374,2026-05-29,Rejected,NA
CL003375,C02056,P0247,877539,2026-02-16,Approved,NA
CL003376,C03846,P0013,439551,2026-05-23,Rejected,NA
CL003377,C02287,P0241,1175963,2026-04-24,Submitted,Aster Hospital
CL003378,C03386,P0270,202290,2026-05-27,Approved,Apollo Hospital
CL003379,C01270,P0092,589288,2026-01-24,Submitted,Aster Hospital
CL003380,C01827,P0072,1071446,2026-01-01,Rejected,Aster Hospital
CL003381,C02856,P0124,526768,2026-01-25,Submitted,TVS Garage
CL003382,C02250,P0175,772871,2026-03-13,Approved,XYZ Garage
CL003383,C01346,P0163,1130887,2026-05-16,Approved,Apollo Hospital
CL003384,C02141,P0393,8550,2026-01-14,Approved,TVS Garage
CL003385,C03296,P0116,59699,2026-02-21,Approved,XYZ Garage
CL003386,C01235,P0221,996818,2026-02-18,Rejected,NA
CL003387,C02481,P0446,20024,2026-03-20,Rejected,XYZ Garage
CL003388,C04479,P0488,798553,2026-04-03,Rejected,Apollo Hospital
CL003389,C03495,P0425,1057430,2026-05-30,Submitted,ABC Motors
CL003390,C01141,P0048,409313,2026-02-07,Submitted,TVS Garage
CL003391,C00489,P0269,877245,2026-02-14,Submitted,ABC Motors
CL003392,C04393,P0161,810363,2026-03-16,Submitted,Aster Hospital
CL003393,C02442,P0225,811761,2026-01-13,Submitted,NA
CL003394,C04292,P0422,1129824,2026-02-14,Approved,Apollo Hospital
CL003395,C04724,P0088,759121,2026-05-20,Rejected,Aster Hospital
CL003396,C04266,P0307,608083,2026-04-12,Rejected,NA
CL003397,C01749,P0202,440011,2026-01-20,Rejected,Aster Hospital
CL003398,C02000,P0009,1163051,2026-03-17,Rejected,Apollo Hospital
CL003399,C00845,P0241,331715,2026-04-11,Approved,XYZ Garage
CL003400,C00117,P0121,436127,2026-04-14,Rejected,XYZ Garage
CL003401,C00403,P0264,596552,2026-05-08,Rejected,XYZ Garage
